iso3,country_name,feasible_host_flag,token_origin_weight,existing_host_burden_p05,existing_host_burden_p50,existing_host_burden_p95,burden_unit,source_id,claim_boundary
OMN,Oman,0,0.0004214809701245,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PAK,Pakistan,0,0.0202926135521071,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PAN,Panama,0,0.0003883279480171,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PER,Peru,0,0.0063422789710976,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PHL,Philippines,0,0.0134735473551117,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PNG,Papua New Guinea,0,0.0001605010367153,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PRI,Puerto Rico (US),0,0.0003117630815524,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PRT,Portugal,0,0.0039912477064593,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PRY,Paraguay,0,0.0004898078723097,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PSE,West Bank and Gaza,0,0.0003806975544776,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
PYF,French Polynesia,0,3.116302237262658e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ROU,Romania,0,0.0043066856619982,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
RUS,Russian Federation,0,0.0039251703904157,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
RWA,Rwanda,0,0.0006005048908507,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SEN,Senegal,0,0.0009731399549811,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SLE,Sierra Leone,0,0.0001579979911438,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SLV,El Salvador,0,0.0003990672369891,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SMR,San Marino,0,7.508692493991009e-06,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SRB,Serbia,0,0.0012122484917267,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SUR,Suriname,0,4.779708508619478e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SVK,Slovak Republic,0,0.0008889698563415,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SVN,Slovenia,0,0.0004619620724504,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
SWZ,Eswatini,0,7.522511147763878e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
TCD,Chad,0,0.0001656857299496,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
TGO,Togo,0,0.0003482878530386,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
THA,Thailand,0,0.0093762788659682,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
TJK,Tajikistan,0,0.0003433379959779,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
TLS,Timor-Leste,0,5.13991862559879e-05,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
TTO,Trinidad and Tobago,0,0.0001266012414413,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
TUN,Tunisia,0,0.0013167954765176,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
TUR,Turkiye,0,0.0127639258849823,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
TZA,Tanzania,0,0.001455266472196,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
UGA,Uganda,0,0.0004387286242359,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
UKR,Ukraine,0,0.0087451612119966,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
URY,Uruguay,0,0.0004650800490671,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
UZB,Uzbekistan,0,0.0024515828660956,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
VCT,St. Vincent and the Grenadines,0,9.07382731256618e-06,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
VIR,Virgin Islands (U.S.),0,7.886531707616973e-06,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
VNM,Viet Nam,0,0.014330650976656,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
XKX,Kosovo,0,0.0001586721535074,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ZMB,Zambia,0,0.0003224819841623,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
ZWE,Zimbabwe,0,0.0006167306177827,0.0,0.0,0.0,percent of modeled compute-host burden,global_token_flow_uncertainty_country_envelope_2024_no_mrio,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and no MRIO is used."
