iso3,country,n_draws,token_origin_demand_p05,token_origin_demand_p50,token_origin_demand_p95,compute_execution_received_p05,compute_execution_received_p50,compute_execution_received_p95,displacement_index_p05,displacement_index_p50,displacement_index_p95,outsourcing_ratio_p05,outsourcing_ratio_p50,outsourcing_ratio_p95,electricity_twh_p05,electricity_twh_p50,electricity_twh_p95,direct_co2_mt_p05,direct_co2_mt_p50,direct_co2_mt_p95,role_envelope,claim_boundary
LCA,St. Lucia,1000,8.16287551563005e-06,1.8002541785295814e-05,3.723677350337955e-05,0.0,0.0,0.0,-3.723677350337956e-05,-1.8002541785295814e-05,-8.162875515630054e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
LIE,Liechtenstein,1000,4.276309072128682e-06,9.511561797547694e-06,2.103071091574165e-05,0.0,0.0,0.0,-2.103071091574166e-05,-9.511561797547694e-06,-4.276309072128683e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
LKA,Sri Lanka,1000,0.0009936653212737,0.0021715670534573,0.0047526861299238,0.0,0.0,0.0,-0.0047526861299238,-0.0021715670534573,-0.0009936653212737,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
LSO,Lesotho,1000,4.728708535945885e-05,0.0001045342075664,0.000225214552022,0.0,0.0,0.0,-0.000225214552022,-0.0001045342075664,-4.728708535945885e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
LTU,Lithuania,1000,0.0003281951021917,0.0006812500747268,0.001463828259714,0.0,0.0,0.0,-0.001463828259714,-0.0006812500747268,-0.0003281951021917,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
LUX,Luxembourg,1000,0.0001815429122937,0.0003967497738607,0.0008325959689817,0.0,0.0,0.0,-0.0008325959689817,-0.0003967497738607,-0.0001815429122937,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
LVA,Latvia,1000,0.0002027290138278,0.0004350282730588,0.0009052571343669,0.0,0.0,0.0,-0.0009052571343669,-0.0004350282730588,-0.0002027290138278,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MAF,St. Martin (French part),1000,1.830597888567636e-06,4.137371180757498e-06,8.492946653176888e-06,0.0,0.0,0.0,-8.492946653176888e-06,-4.137371180757498e-06,-1.8305978885676369e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MAR,Morocco,1000,0.0038378542688161,0.0060509717781818,0.0092209866699581,0.0,0.0,0.0,-0.0092209866699581,-0.0060509717781818,-0.0038378542688161,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MCO,Monaco,1000,5.559712049087205e-06,1.2448085929091538e-05,2.7197767939815204e-05,0.0,0.0,0.0,-2.7197767939815207e-05,-1.2448085929091538e-05,-5.559712049087207e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MDA,Moldova,1000,0.0001489075222963,0.0003093978007828,0.0006953329061999,0.0,0.0,0.0,-0.0006953329061999,-0.0003093978007828,-0.0001489075222963,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MDG,Madagascar,1000,0.0003755213117527,0.0007918620807498,0.0017335024954352,0.0,0.0,0.0,-0.0017335024954352,-0.0007918620807498,-0.0003755213117527,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MDV,Maldives,1000,3.7678952949691374e-05,8.554277752375933e-05,0.0001858944021934,0.0,0.0,0.0,-0.0001858944021934,-8.554277752375933e-05,-3.767895294969138e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MEX,Mexico,1000,0.008892417674267,0.0140898861024776,0.0214496213621872,0.0090763481656994,0.0152238164659985,0.0253165864286318,-0.0087124929380281,0.001195357497707,0.013282348965526,0.8764849615096361,0.9390867359470064,0.9685558655253488,0.3328398093459012,0.6903260040529168,1.4644868143783474,0.1522763650341113,0.3246225064742751,0.702918117240595,uncertain_or_near_balanced,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MKD,North Macedonia,1000,0.0001326951946441,0.0002801637467648,0.0005828152619517,0.0,0.0,0.0,-0.0005828152619517,-0.0002801637467648,-0.0001326951946441,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MLT,Malta,1000,8.104768836560842e-05,0.0001749488224824,0.0003824454135264,0.0,0.0,0.0,-0.0003824454135264,-0.0001749488224824,-8.104768836560845e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MNE,Montenegro,1000,5.119257505932775e-05,0.0001127056089693,0.0002323102368111,0.0,0.0,0.0,-0.0002323102368111,-0.0001127056089693,-5.119257505932775e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MNG,Mongolia,1000,0.0001371252427711,0.0003046144256258,0.000601466115513,0.0,0.0,0.0,-0.000601466115513,-0.0003046144256258,-0.0001371252427711,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MOZ,Mozambique,1000,0.000234949351064,0.0004847067088689,0.0010550283928173,0.0,0.0,0.0,-0.0010550283928173,-0.0004847067088689,-0.000234949351064,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MRT,Mauritania,1000,7.972883066888652e-05,0.0001625103975985,0.0003422722110936,0.0,0.0,0.0,-0.0003422722110936,-0.0001625103975985,-7.972883066888652e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MUS,Mauritius,1000,8.188770100891424e-05,0.0001693973455673,0.000378577928047,0.0,0.0,0.0,-0.000378577928047,-0.0001693973455673,-8.188770100891426e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MWI,Malawi,1000,0.0001577360002844,0.0003335852947697,0.0007404680088436,0.0,0.0,0.0,-0.0007404680088436,-0.0003335852947697,-0.0001577360002844,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
MYS,Malaysia,1000,0.0042985346545084,0.0065892406080182,0.0104538281787749,0.0405246217542488,0.0659325722184677,0.1039688997561882,0.0337576353851375,0.0586519161075732,0.0975750414917182,0.7346975823411953,0.8358643304074637,0.9038744945862732,1.3368722487111635,2.9978790153844166,6.033858477486117,0.7992696010989545,1.7893391881067249,3.816813372905429,compute_importer_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
NCL,New Caledonia,1000,1.1972988641336884e-05,2.46518588427576e-05,5.410877619333008e-05,0.0,0.0,0.0,-5.410877619333008e-05,-2.46518588427576e-05,-1.1972988641336894e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
NER,Niger,1000,0.0001261580219993,0.0002735709978859,0.0006079337128702,0.0,0.0,0.0,-0.0006079337128702,-0.0002735709978859,-0.0001261580219993,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
NGA,Nigeria,1000,0.0085706783119271,0.0131867152062496,0.0199393523984546,0.0,0.0,0.0,-0.0199393523984546,-0.0131867152062496,-0.0085706783119271,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
NLD,Netherlands,1000,0.010816903326608,0.0147938488551856,0.0205951734756148,0.013558310926323,0.0222512908389019,0.0372376914039043,-0.0029622189199377,0.007415850607163,0.0227343684290621,0.913009496502232,0.9487696426966552,0.9694209877898372,0.4534856299492713,0.9952108913306346,2.1857072783208813,0.1126254188985614,0.2502234847269974,0.5677407747755029,uncertain_or_near_balanced,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
NOR,Norway,1000,0.0006807272212999,0.0014938223912823,0.0030923674318765,0.0309306700209269,0.0517822950928651,0.0826691511109353,0.029450477811045,0.050124426798601,0.0810263049367239,0.7981498434799975,0.87730769874521,0.9268826486741544,1.1004399914221297,2.382696879262616,4.792314274290082,0.0304194362948491,0.0660614021576626,0.1375361939144142,compute_importer_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
NPL,Nepal,1000,0.0008108996930212,0.0018475293948247,0.003950824085894,0.0,0.0,0.0,-0.003950824085894,-0.0018475293948247,-0.0008108996930212,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
NZL,New Zealand,1000,0.0006256571582952,0.0013499761561954,0.003120830630649,0.0109082070877041,0.0177712337394002,0.0286055019833976,0.00890088011537,0.0162673075620186,0.0272388734808812,0.7749934631359477,0.8920881957119446,0.9488015096160192,0.3795475695019892,0.8014309286865926,1.63694236603463,0.0335659834742948,0.0747934260897399,0.153976558871699,compute_importer_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
OMN,Oman,1000,0.0001972227195939,0.0004214809701245,0.0009123458231002,0.0,0.0,0.0,-0.0009123458231002,-0.0004214809701245,-0.0001972227195939,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PAK,Pakistan,1000,0.012708284367609,0.0202926135521071,0.0304340509827269,0.0,0.0,0.0,-0.0304340509827269,-0.0202926135521071,-0.012708284367609,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PAN,Panama,1000,0.0001833287427076,0.0003883279480171,0.0008487903501295,0.0,0.0,0.0,-0.0008487903501295,-0.0003883279480171,-0.0001833287427076,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PER,Peru,1000,0.0039051359722463,0.0063422789710976,0.0099670056749319,0.0,0.0,0.0,-0.0099670056749319,-0.0063422789710976,-0.0039051359722463,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PHL,Philippines,1000,0.0088653979692202,0.0134735473551117,0.0203403508723585,0.0,0.0,0.0,-0.0203403508723585,-0.0134735473551117,-0.0088653979692202,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PNG,Papua New Guinea,1000,7.318830408239996e-05,0.0001605010367153,0.0003301079463843,0.0,0.0,0.0,-0.0003301079463843,-0.0001605010367153,-7.318830408239996e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
POL,Poland,1000,0.0062520756266397,0.0101120402920855,0.016102830104498,0.0098738965021554,0.016606821666339,0.0272516168789558,-0.0018326623722703,0.0066227255728707,0.0174604513384236,0.9543749105710736,0.9728480359756684,0.9840545966962632,0.3573901013425259,0.7469186253062974,1.5743223236252442,0.2030635112219661,0.4387990956208652,0.919407656492899,uncertain_or_near_balanced,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PRI,Puerto Rico (US),1000,0.0001369996851115,0.0003117630815524,0.0006679179854004,0.0,0.0,0.0,-0.0006679179854004,-0.0003117630815524,-0.0001369996851115,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PRT,Portugal,1000,0.0025668694129798,0.0039912477064593,0.0060743232703644,0.0,0.0,0.0,-0.0060743232703644,-0.0039912477064593,-0.0025668694129798,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PRY,Paraguay,1000,0.0002394369886515,0.0004898078723097,0.001104965402766,0.0,0.0,0.0,-0.001104965402766,-0.0004898078723097,-0.0002394369886515,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PSE,West Bank and Gaza,1000,0.00017588092027,0.0003806975544776,0.0007642557965338,0.0,0.0,0.0,-0.0007642557965338,-0.0003806975544776,-0.00017588092027,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
PYF,French Polynesia,1000,1.4547024744481197e-05,3.116302237262658e-05,6.535728519153259e-05,0.0,0.0,0.0,-6.535728519153261e-05,-3.116302237262658e-05,-1.4547024744481198e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
QAT,Qatar,1000,0.0001747168493237,0.0003936918505787,0.0008617124123439,0.0050683809268466,0.0081435731482752,0.0134282970433808,0.0045718912407071,0.0077597059196199,0.0129700322778405,0.964817923151642,0.9811346306761024,0.989074413743373,0.1760589021623751,0.3663755375292026,0.8070956010164475,0.099608871750086,0.2167869659333284,0.4727183586963063,compute_importer_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
ROU,Romania,1000,0.0027442451327838,0.0043066856619982,0.006744413345426,0.0,0.0,0.0,-0.006744413345426,-0.0043066856619982,-0.0027442451327838,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
RUS,Russian Federation,1000,0.0017557209938661,0.0039251703904157,0.007627154684545,0.0,0.0,0.0,-0.007627154684545,-0.0039251703904157,-0.0017557209938661,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
RWA,Rwanda,1000,0.0002816511834232,0.0006005048908507,0.0013209685917356,0.0,0.0,0.0,-0.0013209685917356,-0.0006005048908507,-0.0002816511834232,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
SAU,Saudi Arabia,1000,0.0036917639113817,0.0057655356036636,0.008929458070523,0.0231822785404084,0.0398279827862384,0.0638131258459645,0.0169054877612796,0.0335980559280788,0.057740335917279,0.6495002019778253,0.8092728594307795,0.9020214354096998,0.8370523864644052,1.7541528116993197,3.765599670421494,0.5483369856845799,1.2161788037990673,2.685019414062407,compute_importer_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
SEN,Senegal,1000,0.0004661347220446,0.0009731399549811,0.0021047723564465,0.0,0.0,0.0,-0.0021047723564465,-0.0009731399549811,-0.0004661347220446,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
